claim_id,open_date,line,cycle_days,paid_amount_usd,subrogation_recovered
L000137,2025-08-25,Auto,39,4350,0
L002949,2026-02-28,Auto,29,4518,1
L003729,2026-03-08,Property,28,11078,0
L005003,2026-06-05,Auto,24,2723,0
L000685,2025-09-03,Property,61,12965,0
L003700,2026-03-16,Property,63,7573,0
L004064,2026-04-02,Property,33,20979,0
L003361,2026-03-24,Auto,39,6653,0
L003855,2026-04-24,Auto,32,1869,0
L002824,2026-01-29,Liability,50,21817,0
L005157,2026-06-22,Property,13,13363,0
L002365,2025-12-08,Liability,90,3855,0
L000797,2025-09-15,Property,64,13216,0
L001069,2025-10-10,Auto,47,961,0
L003778,2026-03-06,Liability,30,10339,0
L005639,2026-07-29,Property,36,18446,0
L000315,2025-08-25,Property,5,8412,0
L001375,2025-11-09,Auto,37,3586,0
L003779,2026-03-25,Liability,35,19387,0
L002782,2026-01-21,Liability,25,300,0
L005351,2026-07-02,Auto,25,2599,0
L003794,2026-03-20,Liability,96,8686,0
L001839,2025-11-24,Liability,39,17638,0
L002911,2026-02-18,Auto,37,669,0
L005465,2026-07-07,Auto,24,5324,1
L000343,2025-08-27,Property,47,20665,0
L005324,2026-07-27,Auto,15,337,0
L003913,2026-04-22,Auto,26,1174,0
L001337,2025-10-16,Liability,84,26686,0
L003541,2026-03-14,Auto,25,5762,1
L004258,2026-04-15,Liability,41,12004,0
L002888,2026-02-21,Auto,18,1678,0
L003842,2026-04-01,Auto,20,2439,0
L002982,2026-02-15,Auto,42,5762,0
L004331,2026-05-29,Auto,27,2758,0
L000479,2025-09-09,Auto,20,5063,0
L004400,2026-05-20,Auto,27,610,0
L002241,2025-12-31,Property,29,4369,0
L003553,2026-03-16,Auto,28,4499,0
L000219,2025-08-22,Property,29,9315,0
L004305,2026-04-22,Liability,56,5469,0
L002872,2026-02-01,Auto,23,2006,0
L003173,2026-02-26,Property,65,14190,0
L000464,2025-09-08,Auto,18,3738,1
L002482,2026-01-20,Auto,36,1369,0
L004733,2026-05-29,Liability,59,5584,0
L004916,2026-06-02,Auto,27,4967,0
L001354,2025-10-21,Liability,84,4471,0
L001495,2025-11-30,Auto,31,1507,0
L000794,2025-09-01,Property,43,10311,0
L002704,2026-01-30,Property,54,877,0
L000518,2025-09-09,Auto,31,9335,0
L004689,2026-05-16,Property,53,11476,0
L002183,2025-12-24,Property,66,18927,0
L002041,2025-12-24,Auto,35,8038,0
L002596,2026-01-03,Property,24,1786,0
L000314,2025-08-30,Property,21,7410,0
L001290,2025-10-07,Liability,59,19796,0
L003944,2026-04-01,Auto,39,3131,0
L000028,2025-08-01,Auto,56,3224,0
L002755,2026-01-27,Property,100,6651,0
L002361,2025-12-24,Liability,18,13556,0
L001623,2025-11-12,Property,34,8270,0
L002288,2025-12-06,Liability,44,10268,0
L005171,2026-06-04,Property,39,8375,0
L005455,2026-07-09,Auto,23,7275,0
L004438,2026-05-27,Auto,22,2954,0
L005054,2026-06-28,Property,11,6750,0
L002702,2026-01-11,Property,25,26759,1
L001854,2025-12-19,Auto,37,1993,0
L004232,2026-04-23,Liability,64,31884,0
L004874,2026-06-19,Auto,14,1355,0
L004490,2026-05-13,Auto,19,5483,0
L004478,2026-05-12,Auto,7,300,1
L002548,2026-01-19,Auto,37,1815,0
L000569,2025-09-18,Auto,36,1161,1
L004319,2026-05-15,Auto,23,1975,0
L003740,2026-03-06,Liability,89,22919,0
L004024,2026-04-03,Auto,23,5377,1
L000779,2025-09-23,Property,57,2279,0
L001021,2025-10-11,Auto,40,5192,0
L004922,2026-06-03,Auto,11,1041,0
L005603,2026-07-03,Property,36,9971,0
L004883,2026-06-14,Auto,17,300,0
L004334,2026-05-10,Auto,29,8394,0
L004312,2026-04-15,Liability,57,5307,0
L000627,2025-09-07,Auto,31,3494,0
L002739,2026-01-03,Property,51,10196,0
L004223,2026-04-08,Property,33,15205,0
L000281,2025-08-13,Property,30,13890,1
L001577,2025-11-12,Auto,51,2587,0
L001142,2025-10-08,Property,75,15942,0
L000468,2025-09-19,Auto,32,3379,0
L001731,2025-11-13,Property,52,8693,1
L004821,2026-06-01,Auto,21,3942,0
L004257,2026-04-07,Liability,82,11953,0
L003429,2026-03-31,Auto,34,314,0
L003279,2026-02-18,Liability,75,20189,0
L002125,2025-12-23,Property,61,300,0
L001451,2025-11-28,Auto,31,300,0
L004384,2026-05-14,Auto,28,9004,0
L001573,2025-11-14,Auto,31,427,0
L004987,2026-06-25,Auto,21,3238,0
L001722,2025-11-11,Property,44,9553,0
L003273,2026-02-19,Liability,29,10587,0
L003881,2026-04-03,Auto,25,973,0
L001371,2025-11-07,Auto,27,2060,0
L005177,2026-06-01,Property,34,13067,0
L000225,2025-08-17,Property,47,10740,0
L002874,2026-02-21,Auto,37,7246,0
L001054,2025-10-20,Auto,30,4160,1
L001911,2025-12-17,Auto,30,6523,0
L004728,2026-05-28,Liability,22,3132,0
L005319,2026-07-27,Auto,23,910,0
L004992,2026-06-02,Auto,25,4312,0
L003655,2026-03-24,Property,26,6972,0
L003064,2026-02-03,Auto,38,2147,0
L000738,2025-09-06,Property,38,13696,0
L005001,2026-06-14,Auto,28,4745,0
L000460,2025-09-08,Auto,36,1456,0
L004656,2026-05-10,Property,53,7611,0
L003316,2026-02-17,Liability,36,11506,0
L003877,2026-04-23,Auto,12,4954,0
L005511,2026-07-22,Auto,17,6698,0
L004749,2026-05-28,Liability,65,38783,0
L003073,2026-02-15,Auto,39,5114,0
L004884,2026-06-28,Auto,21,5494,0
L002009,2025-12-12,Auto,46,1391,0
L003590,2026-03-22,Property,70,13440,0
L000015,2025-08-20,Auto,24,3992,0
L004375,2026-05-03,Auto,20,2021,0
L003278,2026-02-07,Liability,90,25581,0
L001066,2025-10-21,Auto,38,8991,0
L001807,2025-11-06,Liability,60,9999,0
L005209,2026-06-01,Liability,41,14530,0
L001831,2025-11-12,Liability,63,28829,0
L005029,2026-06-10,Auto,32,6348,0
L005419,2026-07-10,Auto,24,6212,0
L001216,2025-10-24,Property,45,16486,0
L002345,2025-12-28,Liability,103,19347,0
L002617,2026-01-23,Property,94,13550,0
L004059,2026-04-24,Auto,23,6245,0
L001358,2025-10-28,Liability,75,18116,0
L001986,2025-12-02,Auto,31,2847,0
L001072,2025-10-17,Auto,41,300,1
L001152,2025-10-23,Property,44,12693,0
L003749,2026-03-14,Liability,109,24017,0
L001885,2025-12-03,Auto,23,5553,0
L000296,2025-08-10,Property,54,13573,0
L000559,2025-09-11,Auto,25,3202,0
L000689,2025-09-11,Property,51,7004,0
L001730,2025-11-06,Property,24,4331,0
L005040,2026-06-07,Property,39,19267,0
L001196,2025-10-20,Property,54,8472,0
L003964,2026-04-02,Auto,15,3887,0
L005743,2026-07-09,Liability,22,19174,0
L000953,2025-10-18,Auto,17,4744,0
L002778,2026-01-30,Liability,108,18231,0
L002323,2025-12-02,Liability,63,11178,0
L005365,2026-07-17,Auto,16,4455,0
L005451,2026-07-25,Auto,10,5734,0
L003950,2026-04-10,Auto,36,4808,1
L002447,2026-01-26,Auto,28,6300,0
L005515,2026-07-05,Property,29,6917,0
L001860,2025-12-15,Auto,46,300,0
L002918,2026-02-15,Auto,52,2538,0
L002313,2025-12-25,Liability,37,7880,0
L005068,2026-06-02,Property,15,14280,0
L002018,2025-12-19,Auto,30,7753,0
L005041,2026-06-22,Property,27,12472,0
L003248,2026-02-20,Property,52,5998,0
L002366,2025-12-27,Liability,71,2207,0
L002618,2026-01-06,Property,26,21308,0
L000676,2025-09-14,Property,33,14324,0
L005425,2026-07-28,Auto,21,3373,0
L002965,2026-02-28,Auto,53,3950,0
L001299,2025-10-18,Liability,59,34091,0
L003000,2026-02-12,Auto,19,3131,0
L003484,2026-03-27,Auto,34,2976,0
L000898,2025-09-13,Liability,90,11266,0
L000381,2025-08-31,Liability,79,16664,0
L003699,2026-03-16,Property,61,13713,0
L002425,2026-01-27,Auto,28,4307,0
L000207,2025-08-26,Auto,36,2159,0
L001291,2025-10-21,Liability,88,5312,0
L005179,2026-06-13,Property,39,1687,0
L001504,2025-11-23,Auto,25,2276,0
L001677,2025-11-30,Property,71,11002,0
L005294,2026-07-13,Auto,25,3386,0
L004089,2026-04-05,Property,8,6052,0
L003325,2026-02-21,Liability,63,21934,0
L000739,2025-09-07,Property,39,300,0
L004048,2026-04-18,Auto,33,6068,0
L003464,2026-03-05,Auto,24,5590,0
L003108,2026-02-05,Property,77,300,0
L005010,2026-06-27,Auto,30,9078,0
L004559,2026-05-09,Property,51,16278,0
L004430,2026-05-18,Auto,25,5035,0
L002312,2025-12-24,Liability,43,8281,0
L000311,2025-08-03,Property,30,9964,0
L004567,2026-05-09,Property,46,300,0
L000299,2025-08-11,Property,27,9606,1
L005073,2026-06-21,Property,17,5701,0
L001932,2025-12-30,Auto,30,2598,0
L002452,2026-01-22,Auto,22,4934,0
L002278,2025-12-27,Liability,68,26605,0
L003302,2026-02-08,Liability,61,28655,0
L004086,2026-04-14,Property,40,6016,0
L000788,2025-09-29,Property,57,6127,0
L003558,2026-03-07,Auto,18,7416,0
L003596,2026-03-12,Property,47,9567,0
L004711,2026-05-25,Liability,52,300,0
L003589,2026-03-22,Property,61,11408,0
L004812,2026-06-10,Auto,17,3969,0
L002793,2026-01-23,Liability,102,20419,0
L002578,2026-01-08,Auto,56,1816,0
L000581,2025-09-22,Auto,6,4162,0
L005006,2026-06-19,Auto,23,2014,0
L005174,2026-06-11,Property,40,15334,0
L004745,2026-05-07,Liability,66,10583,0
L005534,2026-07-17,Property,35,13656,0
L004952,2026-06-16,Auto,23,3691,0
L005110,2026-06-13,Property,17,1800,1
L003295,2026-02-05,Liability,5,20605,0
L001257,2025-10-19,Property,46,7121,0
L004628,2026-05-03,Property,30,3069,0
L002829,2026-01-15,Liability,37,27469,0
L005305,2026-07-06,Auto,23,7883,0
L005676,2026-07-23,Liability,36,13371,0
L001486,2025-11-01,Auto,34,2630,0
L001514,2025-11-02,Auto,38,6260,0
L000988,2025-10-15,Auto,23,979,0
L002010,2025-12-31,Auto,56,3533,1
L004227,2026-04-07,Liability,65,24768,0
L005335,2026-07-28,Auto,18,2256,0
L004598,2026-05-18,Property,53,13165,0
L000066,2025-08-01,Auto,11,4208,0
L003439,2026-03-14,Auto,42,2450,1
L001050,2025-10-06,Auto,40,8463,0
L002710,2026-01-28,Property,39,300,0
L003018,2026-02-04,Auto,30,6601,0
L003449,2026-03-20,Auto,53,5661,0
L003847,2026-04-18,Auto,45,3670,0
L002838,2026-01-30,Liability,86,20113,0
L005431,2026-07-25,Auto,30,2298,0
L000981,2025-10-29,Auto,41,7723,0
L001879,2025-12-04,Auto,28,6033,0
L001745,2025-11-03,Property,61,4340,1
L005193,2026-06-30,Liability,28,8077,0
L000347,2025-08-25,Property,58,4441,0
L004408,2026-05-06,Auto,10,7579,0
L004681,2026-05-22,Property,40,300,0
L001554,2025-11-27,Auto,38,1663,0
L002952,2026-02-18,Auto,52,300,0
L002232,2025-12-13,Property,70,10109,0
L000938,2025-10-20,Auto,27,3547,0
L004851,2026-06-25,Auto,29,300,0
L003211,2026-02-14,Property,66,2450,0
L004265,2026-04-03,Liability,57,15538,1
L002951,2026-02-16,Auto,60,4605,0
L003665,2026-03-03,Property,79,5121,0
L005312,2026-07-06,Auto,18,2171,0
L002092,2025-12-11,Property,53,3132,0
L004652,2026-05-04,Property,39,15528,0
L003473,2026-03-23,Auto,21,4590,0
L003476,2026-03-06,Auto,31,9437,0
L003878,2026-04-05,Auto,30,5423,1
L000931,2025-10-24,Auto,21,3661,1
L001319,2025-10-13,Liability,35,24337,0
L002541,2026-01-29,Auto,45,8601,0
L000951,2025-10-02,Auto,10,6928,0
L002004,2025-12-06,Auto,34,5248,0
L004467,2026-05-22,Auto,18,300,0
L004505,2026-05-06,Auto,11,5267,0
L004805,2026-06-04,Auto,12,4977,0
L002087,2025-12-31,Property,68,19120,0
L005061,2026-06-30,Property,35,2131,0
L001784,2025-11-26,Liability,95,5676,0
L002476,2026-01-24,Auto,63,300,0
L003085,2026-02-18,Property,42,10468,0
L000734,2025-09-30,Property,37,5247,0
L005004,2026-06-16,Auto,16,5175,0
L003168,2026-02-02,Property,67,9638,0
L000425,2025-08-31,Liability,31,2282,0
L004360,2026-05-03,Auto,21,300,1
L005214,2026-06-02,Liability,35,14071,0
L003180,2026-02-11,Property,64,17053,0
L001228,2025-10-15,Property,52,4235,0
L004073,2026-04-20,Property,76,18152,0
L004427,2026-05-09,Auto,36,5128,0
L001099,2025-10-18,Auto,44,2256,0
L004543,2026-05-09,Auto,19,1117,1
L000148,2025-08-31,Auto,43,6412,0
L001934,2025-12-16,Auto,39,2069,0
L004143,2026-04-24,Property,46,300,1
L003653,2026-03-30,Property,62,6170,0
L001888,2025-12-09,Auto,28,765,0
L005563,2026-07-12,Property,27,7572,0
L000508,2025-09-07,Auto,45,8745,0
L001065,2025-10-22,Auto,28,7388,0
L002404,2026-01-12,Auto,30,7701,0
L002861,2026-02-25,Auto,39,2070,0
L002650,2026-01-15,Property,56,10803,0
L000969,2025-10-15,Auto,40,6918,0
L005567,2026-07-18,Property,40,5255,0
L003034,2026-02-20,Auto,24,5478,0
L003364,2026-03-22,Auto,36,2737,1
L005366,2026-07-26,Auto,33,4553,0
L005303,2026-07-21,Auto,6,2195,1
L001781,2025-11-06,Liability,44,6149,0
L000001,2025-08-14,Auto,27,3833,1
L001456,2025-11-30,Auto,21,6548,0
L004391,2026-05-05,Auto,23,9021,0
L003414,2026-03-19,Auto,6,5682,0
L000336,2025-08-14,Property,37,6386,0
L002796,2026-01-05,Liability,69,31426,0
L001588,2025-11-26,Property,47,7355,0
L002591,2026-01-20,Auto,30,5067,0
L003850,2026-04-19,Auto,14,1951,0
L004019,2026-04-14,Auto,26,3650,0
L004660,2026-05-16,Property,32,9730,0
L004198,2026-04-08,Property,22,2351,0
L000716,2025-09-13,Property,36,5515,0
L004033,2026-04-17,Auto,22,3697,0
L004934,2026-06-17,Auto,25,5606,0
L004070,2026-04-29,Property,36,10867,0
L002126,2025-12-27,Property,77,16734,0
L000440,2025-08-04,Liability,60,7083,0
L000305,2025-08-29,Property,39,12570,0
L002836,2026-01-16,Liability,44,15397,0
L002279,2025-12-18,Liability,71,11969,0
L002146,2025-12-12,Property,62,13949,0
L004268,2026-04-10,Liability,68,23336,0
L003167,2026-02-24,Property,61,15370,0
L005063,2026-06-06,Property,21,10104,0
L000159,2025-08-05,Auto,34,3389,0
L003766,2026-03-03,Liability,33,16547,0
L002163,2025-12-22,Property,73,6390,0
L000506,2025-09-05,Auto,52,1477,1
L000707,2025-09-02,Property,34,9456,0
L005463,2026-07-11,Auto,15,4772,0
L004619,2026-05-01,Property,25,12402,0
L004956,2026-06-06,Auto,6,4895,0
L005671,2026-07-17,Property,28,9592,0
L004263,2026-04-26,Liability,65,16652,0
L003434,2026-03-10,Auto,25,7223,0
L004041,2026-04-08,Auto,21,3025,0
L005019,2026-06-18,Auto,15,1536,0
L005701,2026-07-01,Liability,23,12483,0
L001120,2025-10-20,Auto,7,4532,0
L000235,2025-08-15,Property,57,13663,0
L001345,2025-10-10,Liability,55,12599,0
L001811,2025-11-25,Liability,17,20279,0
L001089,2025-10-06,Auto,45,3624,0
L000395,2025-08-07,Liability,47,15108,0
L002197,2025-12-16,Property,55,5416,0
L005644,2026-07-10,Property,19,300,0
L002188,2025-12-25,Property,39,15390,0
L002415,2026-01-06,Auto,15,6363,0
L005562,2026-07-05,Property,50,14963,0
L000512,2025-09-19,Auto,30,3607,0
L004973,2026-06-20,Auto,26,5583,1
L003422,2026-03-26,Auto,22,4064,0
L000189,2025-08-17,Auto,26,2043,0
L005155,2026-06-23,Property,25,300,1
L004977,2026-06-07,Auto,26,6133,0
L001827,2025-11-02,Liability,95,13334,0
L004772,2026-05-06,Liability,62,38375,0
L001708,2025-11-26,Property,79,14032,0
L003969,2026-04-19,Auto,44,300,0
L003294,2026-02-22,Liability,47,18334,0
L001465,2025-11-21,Auto,39,8113,0
L001334,2025-10-30,Liability,60,20894,0
L004908,2026-06-23,Auto,21,5766,0
L002375,2026-01-12,Auto,38,4754,0
L005156,2026-06-05,Property,15,16261,0
L004588,2026-05-13,Property,54,13873,0
L003170,2026-02-25,Property,21,8331,0
L005540,2026-07-05,Property,44,495,0
L005760,2026-07-09,Liability,68,10459,0
L003977,2026-04-27,Auto,21,2285,0
L004558,2026-05-24,Property,43,2986,0
L003366,2026-03-20,Auto,31,6519,0
L002763,2026-01-09,Property,43,14972,0
L004437,2026-05-07,Auto,37,300,0
L002760,2026-01-29,Property,42,1810,0
L005439,2026-07-10,Auto,8,3147,1
L005470,2026-07-20,Auto,20,4184,0
L004486,2026-05-13,Auto,30,1667,0
L003080,2026-02-01,Auto,21,5283,0
L001878,2025-12-23,Auto,32,3731,1
L004118,2026-04-02,Property,63,10432,0
L001014,2025-10-17,Auto,43,5208,0
L002885,2026-02-23,Auto,42,2297,1
L002856,2026-01-31,Liability,33,39956,0
L005673,2026-07-20,Liability,69,20701,0
L005587,2026-07-25,Property,46,10604,0
L004867,2026-06-11,Auto,13,5413,0
L004075,2026-04-14,Property,26,7923,1
L001220,2025-10-24,Property,33,15343,0
L002108,2025-12-25,Property,37,4857,0
L005204,2026-06-17,Liability,52,15685,0
L005593,2026-07-13,Property,39,10149,0
L000942,2025-10-21,Auto,17,3410,0
L001996,2025-12-10,Auto,32,9243,0
L002694,2026-01-10,Property,55,2722,0
L004365,2026-05-05,Auto,38,4819,0
L005699,2026-07-14,Liability,67,2980,0
L001508,2025-11-24,Auto,35,11003,0
L004431,2026-05-31,Auto,23,7565,0
L005633,2026-07-12,Property,30,6026,0
L004234,2026-04-27,Liability,84,18860,0
L003917,2026-04-03,Auto,28,5342,0
L002369,2025-12-11,Liability,62,12598,0
L001490,2025-11-10,Auto,38,1939,0
L005668,2026-07-04,Property,48,5335,0
L002038,2025-12-08,Auto,39,6802,0
L004214,2026-04-28,Property,39,5663,0
L003559,2026-03-05,Auto,45,3381,0
L000800,2025-09-13,Property,72,14525,0
L001819,2025-11-16,Liability,56,15892,0
L002442,2026-01-10,Auto,51,687,0
L001157,2025-10-09,Property,45,16285,0
L000656,2025-09-23,Auto,17,7200,1
L003339,2026-02-26,Liability,52,18575,1
L003251,2026-02-14,Property,61,3826,0
L000116,2025-08-05,Auto,20,5444,1
L004320,2026-05-16,Auto,23,1521,0
L003973,2026-04-09,Auto,36,4651,0
L000909,2025-10-10,Auto,27,2073,1
L003479,2026-03-04,Auto,42,7809,1
L002465,2026-01-28,Auto,42,5716,0
L005581,2026-07-15,Property,26,5937,0
L004256,2026-04-25,Liability,77,28254,0
L000327,2025-08-14,Property,44,11635,0
L000295,2025-08-29,Property,6,20545,0
L002723,2026-01-24,Property,49,15783,0
L003865,2026-04-12,Auto,31,5183,1
L003245,2026-02-04,Property,73,7241,0
L004580,2026-05-08,Property,28,6692,0
L003875,2026-04-04,Auto,21,5266,1
L002377,2026-01-29,Auto,19,300,0
L000598,2025-09-25,Auto,31,1400,0
L005164,2026-06-07,Property,43,12497,0
L000387,2025-08-11,Liability,54,37322,0
L001372,2025-11-02,Auto,44,3049,0
L003117,2026-02-20,Property,66,9122,0
L004226,2026-04-26,Liability,96,11202,0
L004541,2026-05-26,Auto,14,300,0
L000853,2025-09-20,Liability,58,4861,0
L005578,2026-07-25,Property,7,14176,0
L001094,2025-10-01,Auto,47,3801,0
L002314,2025-12-22,Liability,51,10368,0
L003826,2026-03-28,Liability,72,300,0
L004953,2026-06-29,Auto,26,1330,0
L005642,2026-07-31,Property,33,10238,1
L001449,2025-11-21,Auto,24,3490,0
L001373,2025-11-06,Auto,51,7175,0
L004351,2026-05-01,Auto,16,5535,0
L002243,2025-12-29,Property,62,13737,0
L000151,2025-08-03,Auto,22,4398,0
L003890,2026-04-19,Auto,18,6580,0
L001347,2025-10-28,Liability,96,17727,0
L004128,2026-04-15,Property,37,16917,0
L001344,2025-10-05,Liability,62,11236,0
L001002,2025-10-13,Auto,16,2912,0
L005432,2026-07-07,Auto,12,5861,0
L005035,2026-06-11,Property,35,13571,0
L005564,2026-07-01,Property,25,9896,1
L000635,2025-09-16,Auto,40,3154,0
L004985,2026-06-10,Auto,18,2332,0
L000120,2025-08-25,Auto,16,377,0
L003498,2026-03-24,Auto,19,1990,0
L002164,2025-12-24,Property,77,15758,0
L002182,2025-12-22,Property,63,3956,0
L005077,2026-06-03,Property,28,3287,0
L000455,2025-09-14,Auto,38,300,1
L000925,2025-10-30,Auto,39,1288,0
L005049,2026-06-08,Property,30,11294,0
L003025,2026-02-17,Auto,15,6203,0
L002679,2026-01-11,Property,39,3708,0
L001668,2025-11-29,Property,72,15422,0
L003843,2026-04-17,Auto,20,904,1
L004161,2026-04-04,Property,26,6830,0
L001310,2025-10-07,Liability,79,22011,0
L001617,2025-11-26,Property,66,10980,0
L004616,2026-05-07,Property,38,5242,0
L004699,2026-05-16,Property,19,8509,0
L003227,2026-02-22,Property,68,6483,0
L002906,2026-02-04,Auto,53,4849,0
L000654,2025-09-03,Auto,51,3088,0
L000631,2025-09-10,Auto,40,7464,0
L002175,2025-12-20,Property,52,5683,0
L000556,2025-09-14,Auto,32,3781,1
L002743,2026-01-19,Property,26,8156,0
L000283,2025-08-23,Property,68,12108,0
L000990,2025-10-24,Auto,29,2047,0
L000061,2025-08-14,Auto,33,6697,1
L003237,2026-02-13,Property,84,8660,0
L004243,2026-04-09,Liability,53,300,0
L004205,2026-04-11,Property,66,7762,0
L004295,2026-04-09,Liability,56,17254,0
L001915,2025-12-18,Auto,61,1389,0
L003516,2026-03-17,Auto,57,5507,0
L002768,2026-01-01,Liability,52,8417,0
L001925,2025-12-28,Auto,46,300,0
L005456,2026-07-19,Auto,25,1771,0
L003741,2026-03-30,Liability,54,16766,0
L004896,2026-06-18,Auto,22,4010,0
L000701,2025-09-27,Property,20,9467,0
L000411,2025-08-02,Liability,84,20922,0
L003197,2026-02-18,Property,42,16307,0
L000585,2025-09-25,Auto,19,4321,0
L003074,2026-02-10,Auto,48,4581,0
L003774,2026-03-25,Liability,54,9387,0
L004638,2026-05-08,Property,20,11454,0
L005636,2026-07-31,Property,16,6671,0
L000428,2025-08-22,Liability,67,16225,0
L003487,2026-03-15,Auto,42,3776,0
L002519,2026-01-31,Auto,60,300,0
L001728,2025-11-04,Property,25,4441,0
L000152,2025-08-06,Auto,50,5823,0
L000790,2025-09-29,Property,34,12873,0
L002220,2025-12-11,Property,37,12321,1
L005705,2026-07-21,Liability,75,8943,0
L000806,2025-09-29,Property,66,8298,0
L003518,2026-03-19,Auto,36,6461,0
L005679,2026-07-28,Liability,65,16993,0
L000221,2025-08-12,Property,53,886,1
L001687,2025-11-05,Property,35,4475,1
L001707,2025-11-30,Property,28,19505,0
L005131,2026-06-29,Property,5,6355,0
L005528,2026-07-01,Property,32,11987,0
L001631,2025-11-14,Property,50,1970,0
L004678,2026-05-03,Property,26,19777,0
L002397,2026-01-09,Auto,34,8317,0
L003455,2026-03-19,Auto,40,13942,0
L000524,2025-09-02,Auto,52,4027,0
L001596,2025-11-04,Property,37,15331,0
L002644,2026-01-05,Property,49,7034,0
L005237,2026-06-12,Liability,47,12767,0
L000404,2025-08-04,Liability,68,11279,0
L002371,2025-12-21,Liability,54,22991,0
L003357,2026-03-26,Auto,13,4167,0
L000023,2025-08-08,Auto,21,896,0
L000100,2025-08-15,Auto,30,6676,0
L005488,2026-07-25,Auto,21,2763,0
L005340,2026-07-16,Auto,15,7491,0
L000908,2025-10-25,Auto,46,3911,0
L001229,2025-10-13,Property,58,20907,0
L001450,2025-11-08,Auto,35,9318,0
L003783,2026-03-20,Liability,82,21935,0
L002124,2025-12-31,Property,47,5401,0
L003299,2026-02-11,Liability,93,14380,0
L002098,2025-12-12,Property,66,10232,0
L002870,2026-02-16,Auto,62,5387,0
